Time,Discharge(m^3 s^-1),Observed(m^3 s^-1),Precip(mm h^-1),PET(mm h^-1),SM(%),Fast Flow(mm*1000),Slow Flow(mm*1000)
2001-02-01 00:00,2.09,25.16,0.00,0.00,25.10,0.0000,0.0001
2001-02-02 00:00,2.00,25.32,0.00,0.00,25.13,0.0000,0.0003
2001-02-03 00:00,1.89,24.39,0.00,0.00,25.14,0.0000,0.0001
2001-02-04 00:00,1.76,23.00,0.00,0.00,25.15,0.0000,0.0000
2001-02-05 00:00,1.63,21.85,0.00,0.00,25.15,0.0000,0.0000
2001-02-06 00:00,1.53,21.48,0.00,0.00,25.17,0.0000,0.0001
2001-02-07 00:00,1.42,22.10,0.00,0.00,25.17,0.0000,0.0000
2001-02-08 00:00,1.31,22.48,0.00,0.00,25.17,0.0000,0.0000
2001-02-09 00:00,1.25,23.12,0.00,0.00,25.18,0.0000,0.0001
2001-02-10 00:00,1.24,23.21,0.00,0.00,25.21,0.0000,0.0003
2001-02-11 00:00,1.21,23.00,0.00,0.00,25.23,0.0000,0.0001
2001-02-12 00:00,1.17,22.94,0.00,0.00,25.24,0.0000,0.0001
2001-02-13 00:00,1.13,22.32,0.00,0.00,25.26,0.0000,0.0001
2001-02-14 00:00,1.06,22.31,0.00,0.00,25.25,0.0000,0.0000
2001-02-15 00:00,0.99,22.01,0.00,0.00,25.25,0.0000,0.0000
2001-02-16 00:00,0.99,21.11,0.00,0.00,25.29,0.0000,0.0003
2001-02-17 00:00,0.99,21.74,0.00,0.00,25.31,0.0000,0.0002
2001-02-18 00:00,1.00,21.00,0.00,0.00,25.33,0.0000,0.0002
2001-02-19 00:00,1.08,21.22,0.01,0.00,25.40,0.0000,0.0005
2001-02-20 00:00,1.10,21.39,0.00,0.00,25.43,0.0000,0.0003
2001-02-21 00:00,2.45,21.84,0.06,0.00,25.92,0.0001,0.0044
2001-02-22 00:00,2.57,22.78,0.01,0.00,25.98,0.0000,0.0005
2001-02-23 00:00,4.25,21.11,0.08,0.00,26.61,0.0001,0.0056
2001-02-24 00:00,4.12,21.00,0.00,0.00,26.61,0.0000,0.0000
2001-02-25 00:00,3.70,21.00,0.00,0.00,26.62,0.0000,0.0001
2001-02-26 00:00,3.40,22.00,0.00,0.00,26.65,0.0000,0.0003
2001-02-27 00:00,3.14,22.10,0.00,0.00,26.67,0.0000,0.0002
2001-02-28 00:00,2.91,21.63,0.00,0.00,26.69,0.0000,0.0002
2001-03-01 00:00,2.68,21.27,0.00,0.00,26.70,0.0000,0.0001
2001-03-02 00:00,2.85,20.75,0.02,0.01,26.82,0.0000,0.0011
2001-03-03 00:00,2.73,20.75,0.00,0.01,26.84,0.0000,0.0002
2001-03-04 00:00,2.65,20.57,0.01,0.01,26.88,0.0000,0.0004
2001-03-05 00:00,5.19,20.36,0.10,0.01,27.63,0.0001,0.0069
2001-03-06 00:00,5.13,20.26,0.00,0.01,27.66,0.0000,0.0003
2001-03-07 00:00,4.62,19.65,0.00,0.01,27.67,0.0000,0.0001
2001-03-08 00:00,4.29,19.75,0.01,0.01,27.71,0.0000,0.0004
2001-03-09 00:00,3.90,19.93,0.00,0.01,27.74,0.0000,0.0002
2001-03-10 00:00,4.55,19.95,0.03,0.01,27.94,0.0000,0.0021
2001-03-11 00:00,4.11,19.63,0.00,0.01,27.94,0.0000,0.0000
2001-03-12 00:00,3.63,19.54,0.00,0.01,27.94,0.0000,0.0000
2001-03-13 00:00,3.21,19.91,0.00,0.01,27.94,0.0000,0.0000
2001-03-14 00:00,2.96,19.70,0.00,0.01,27.96,0.0000,0.0002
2001-03-15 00:00,2.75,19.76,0.00,0.01,27.98,0.0000,0.0002
2001-03-16 00:00,2.53,20.11,0.00,0.01,27.99,0.0000,0.0001
2001-03-17 00:00,2.45,20.13,0.00,0.01,28.02,0.0000,0.0004
2001-03-18 00:00,2.28,19.24,0.00,0.01,28.03,0.0000,0.0001
2001-03-19 00:00,2.08,19.24,0.00,0.01,28.03,0.0000,0.0000
2001-03-20 00:00,1.91,20.10,0.00,0.01,28.04,0.0000,0.0001
2001-03-21 00:00,1.75,20.03,0.00,0.01,28.04,0.0000,0.0000
2001-03-22 00:00,2.05,19.90,0.01,0.01,28.14,0.0000,0.0011
2001-03-23 00:00,4.36,21.62,0.11,0.01,29.00,0.0001,0.0083
2001-03-24 00:00,4.36,22.03,0.00,0.01,29.01,0.0000,0.0001
2001-03-25 00:00,4.00,21.88,0.00,0.01,29.03,0.0000,0.0002
2001-03-26 00:00,3.58,20.86,0.00,0.01,29.04,0.0000,0.0001
2001-03-27 00:00,3.19,21.93,0.00,0.01,29.04,0.0000,0.0000
2001-03-28 00:00,2.86,21.41,0.00,0.01,29.04,0.0000,0.0000
2001-03-29 00:00,3.28,22.95,0.02,0.01,29.15,0.0000,0.0014
2001-03-30 00:00,18.42,23.63,0.52,0.01,32.93,0.0123,0.0297
2001-03-31 00:00,21.69,52.37,0.08,0.01,33.49,0.0006,0.0065
2001-04-01 00:00,18.20,24.77,0.01,0.01,33.53,0.0000,0.0005
2001-04-02 00:00,14.86,22.77,0.00,0.01,33.53,0.0000,0.0000
2001-04-03 00:00,12.29,21.73,0.00,0.01,33.53,0.0000,0.0000
2001-04-04 00:00,10.35,21.01,0.00,0.01,33.53,0.0000,0.0001
2001-04-05 00:00,8.80,21.14,0.00,0.01,33.54,0.0000,0.0000
2001-04-06 00:00,7.56,21.67,0.00,0.01,33.54,0.0000,0.0000
2001-04-07 00:00,6.57,23.81,0.00,0.01,33.54,0.0000,0.0000
2001-04-08 00:00,6.67,24.96,0.02,0.01,33.67,0.0000,0.0016
2001-04-09 00:00,9.22,23.92,0.06,0.01,34.12,0.0001,0.0056
2001-04-10 00:00,13.39,33.55,0.08,0.01,34.70,0.0004,0.0076
2001-04-11 00:00,14.25,33.96,0.04,0.01,34.98,0.0000,0.0037
2001-04-12 00:00,21.97,33.94,0.15,0.01,35.97,0.0001,0.0136
2001-04-13 00:00,63.16,33.92,0.55,0.01,39.60,0.0165,0.0387
2001-04-14 00:00,47.81,52.07,0.00,0.01,39.60,0.0000,0.0001
2001-04-15 00:00,47.11,46.87,0.09,0.01,40.16,0.0001,0.0093
2001-04-16 00:00,38.76,45.10,0.03,0.01,40.32,0.0000,0.0026
2001-04-17 00:00,37.76,38.57,0.06,0.01,40.73,0.0001,0.0069
2001-04-18 00:00,30.58,40.97,0.01,0.01,40.81,0.0000,0.0013
2001-04-19 00:00,24.70,46.03,0.01,0.01,40.85,0.0000,0.0007
2001-04-20 00:00,21.00,43.06,0.01,0.01,40.92,0.0000,0.0012
2001-04-21 00:00,19.44,40.63,0.02,0.01,41.07,0.0000,0.0026
2001-04-22 00:00,17.23,41.47,0.01,0.01,41.14,0.0000,0.0012
2001-04-23 00:00,14.21,39.69,0.00,0.01,41.14,0.0000,0.0000
2001-04-24 00:00,11.88,38.42,0.00,0.01,41.14,0.0000,0.0000
2001-04-25 00:00,30.79,38.28,0.24,0.01,42.62,0.0002,0.0268
2001-04-26 00:00,28.46,60.19,0.02,0.01,42.77,0.0000,0.0029
2001-04-27 00:00,29.32,59.39,0.06,0.01,43.12,0.0001,0.0068
2001-04-28 00:00,58.18,50.78,0.31,0.01,44.95,0.0003,0.0358
2001-04-29 00:00,53.25,52.27,0.06,0.01,45.30,0.0001,0.0072
2001-04-30 00:00,68.75,46.47,0.20,0.01,46.43,0.0002,0.0240
2001-05-01 00:00,101.60,46.63,0.31,0.01,48.15,0.0003,0.0386
2001-05-02 00:00,77.13,47.47,0.03,0.01,48.32,0.0000,0.0040
2001-05-03 00:00,60.76,48.31,0.04,0.01,48.52,0.0000,0.0047
2001-05-04 00:00,59.33,48.57,0.09,0.01,48.99,0.0001,0.0114
2001-05-05 00:00,147.29,53.40,0.77,0.01,52.99,0.0604,0.0473
2001-05-06 00:00,236.37,54.60,0.65,0.01,56.12,0.0407,0.0567
2001-05-07 00:00,206.52,55.80,0.18,0.01,56.93,0.0002,0.0282
2001-05-08 00:00,200.52,59.58,0.24,0.01,58.02,0.0031,0.0357
2001-05-09 00:00,154.82,64.72,0.09,0.01,58.41,0.0001,0.0140
2001-05-10 00:00,192.19,74.06,0.36,0.01,60.02,0.0076,0.0499
2001-05-11 00:00,228.31,93.67,0.36,0.01,61.50,0.0033,0.0555
2001-05-12 00:00,162.63,75.96,0.06,0.01,61.74,0.0001,0.0096
2001-05-13 00:00,129.36,65.28,0.08,0.01,62.05,0.0001,0.0127
2001-05-14 00:00,124.64,54.60,0.13,0.01,62.59,0.0013,0.0216
2001-05-15 00:00,111.13,58.97,0.09,0.01,62.95,0.0001,0.0159
2001-05-16 00:00,80.73,54.04,0.01,0.01,63.00,0.0000,0.0023
2001-05-17 00:00,116.95,53.30,0.24,0.01,63.93,0.0002,0.0414
2001-05-18 00:00,88.05,57.72,0.03,0.01,64.04,0.0000,0.0044
2001-05-19 00:00,81.07,53.98,0.07,0.01,64.32,0.0001,0.0127
2001-05-20 00:00,73.52,58.67,0.07,0.01,64.58,0.0001,0.0114
2001-05-21 00:00,54.63,63.35,0.00,0.01,64.60,0.0000,0.0008
2001-05-22 00:00,42.87,63.85,0.01,0.01,64.63,0.0000,0.0017
2001-05-23 00:00,38.04,61.69,0.02,0.01,64.72,0.0000,0.0042
2001-05-24 00:00,36.62,56.94,0.03,0.01,64.85,0.0000,0.0060
2001-05-25 00:00,40.79,66.00,0.05,0.01,65.04,0.0000,0.0099
2001-05-26 00:00,42.58,76.89,0.05,0.01,65.25,0.0000,0.0092
2001-05-27 00:00,34.70,65.00,0.01,0.01,65.30,0.0000,0.0025
2001-05-28 00:00,35.36,53.69,0.04,0.01,65.46,0.0000,0.0080
2001-05-29 00:00,36.09,58.06,0.04,0.01,65.62,0.0000,0.0077
2001-05-30 00:00,59.63,71.09,0.17,0.01,66.23,0.0047,0.0252
2001-05-31 00:00,49.14,106.43,0.03,0.01,66.32,0.0000,0.0045
2001-06-01 00:00,83.77,93.16,0.29,0.01,67.39,0.0197,0.0317
2001-06-02 00:00,93.50,101.25,0.15,0.01,67.87,0.0059,0.0225
2001-06-03 00:00,113.25,118.25,0.18,0.01,68.49,0.0016,0.0315
2001-06-04 00:00,84.09,129.48,0.02,0.01,68.56,0.0000,0.0039
2001-06-05 00:00,158.55,118.74,0.37,0.01,69.71,0.0347,0.0360
2001-06-06 00:00,155.60,115.36,0.14,0.01,70.09,0.0101,0.0174
2001-06-07 00:00,124.77,93.12,0.09,0.01,70.36,0.0006,0.0172
2001-06-08 00:00,91.73,87.90,0.03,0.01,70.44,0.0000,0.0051
2001-06-09 00:00,69.89,81.90,0.02,0.01,70.51,0.0000,0.0039
2001-06-10 00:00,56.99,79.24,0.02,0.01,70.58,0.0000,0.0043
2001-06-11 00:00,50.43,77.85,0.04,0.01,70.70,0.0000,0.0066
2001-06-12 00:00,131.01,85.35,0.41,0.01,71.93,0.0198,0.0618
2001-06-13 00:00,185.80,83.95,0.33,0.01,72.92,0.0095,0.0560
2001-06-14 00:00,134.07,97.55,0.03,0.01,73.01,0.0000,0.0065
2001-06-15 00:00,113.35,87.56,0.07,0.01,73.23,0.0001,0.0148
2001-06-16 00:00,102.40,88.64,0.08,0.01,73.46,0.0003,0.0149
2001-06-17 00:00,78.83,105.85,0.02,0.01,73.51,0.0000,0.0048
2001-06-18 00:00,95.13,137.84,0.13,0.01,73.83,0.0026,0.0243
2001-06-19 00:00,93.67,204.22,0.08,0.01,74.02,0.0014,0.0157
2001-06-20 00:00,110.75,310.46,0.15,0.01,74.38,0.0040,0.0270
2001-06-21 00:00,140.17,283.75,0.25,0.01,75.06,0.0049,0.0457
2001-06-22 00:00,115.55,275.28,0.06,0.01,75.21,0.0001,0.0130
2001-06-23 00:00,86.38,253.12,0.02,0.01,75.27,0.0000,0.0047
2001-06-24 00:00,98.23,235.86,0.13,0.01,75.61,0.0001,0.0263
2001-06-25 00:00,85.07,158.36,0.05,0.01,75.74,0.0000,0.0103
2001-06-26 00:00,128.75,148.65,0.23,0.01,76.35,0.0033,0.0454
2001-06-27 00:00,125.29,137.62,0.13,0.01,76.62,0.0101,0.0186
2001-06-28 00:00,259.68,118.71,0.67,0.01,78.25,0.0650,0.0779
2001-06-29 00:00,323.37,163.85,0.47,0.01,79.30,0.0422,0.0590
2001-06-30 00:00,373.44,155.86,0.45,0.01,80.24,0.0369,0.0622
2001-07-01 00:00,386.06,142.53,0.42,0.01,81.10,0.0354,0.0570
2001-07-02 00:00,377.53,131.25,0.37,0.01,81.83,0.0345,0.0490
2001-07-03 00:00,354.14,130.21,0.29,0.01,82.38,0.0111,0.0539
2001-07-04 00:00,244.64,112.37,0.06,0.01,82.50,0.0001,0.0138
2001-07-05 00:00,186.16,107.78,0.07,0.01,82.62,0.0001,0.0148
2001-07-06 00:00,342.92,98.31,0.60,0.01,83.64,0.0581,0.0825
2001-07-07 00:00,328.61,122.96,0.25,0.01,84.06,0.0048,0.0544
2001-07-08 00:00,210.04,108.25,0.02,0.01,84.09,0.0000,0.0038
2001-07-09 00:00,151.22,94.07,0.03,0.01,84.13,0.0000,0.0073
2001-07-10 00:00,128.50,88.88,0.06,0.01,84.21,0.0003,0.0133
2001-07-11 00:00,114.41,115.17,0.07,0.01,84.32,0.0001,0.0158
2001-07-12 00:00,114.96,154.03,0.10,0.01,84.47,0.0001,0.0231
2001-07-13 00:00,122.02,139.67,0.12,0.01,84.67,0.0002,0.0272
2001-07-14 00:00,155.71,122.02,0.19,0.01,84.97,0.0023,0.0431
2001-07-15 00:00,188.68,177.07,0.22,0.01,85.29,0.0043,0.0474
2001-07-16 00:00,161.87,259.77,0.10,0.01,85.43,0.0001,0.0239
2001-07-17 00:00,106.51,215.24,0.00,0.01,85.43,0.0000,0.0000
2001-07-18 00:00,102.08,197.43,0.08,0.01,85.55,0.0001,0.0194
2001-07-19 00:00,131.22,226.78,0.17,0.01,85.80,0.0003,0.0395
2001-07-20 00:00,336.79,221.33,0.81,0.01,86.89,0.1054,0.0900
2001-07-21 00:00,258.27,252.57,0.10,0.01,87.03,0.0003,0.0248
2001-07-22 00:00,247.18,198.07,0.18,0.01,87.27,0.0002,0.0434
2001-07-23 00:00,163.39,173.40,0.02,0.01,87.29,0.0000,0.0041
2001-07-24 00:00,136.99,168.71,0.07,0.01,87.38,0.0001,0.0168
2001-07-25 00:00,125.32,172.08,0.08,0.01,87.49,0.0001,0.0197
2001-07-26 00:00,103.90,176.49,0.04,0.01,87.54,0.0000,0.0109
2001-07-27 00:00,82.09,181.58,0.02,0.01,87.57,0.0000,0.0057
2001-07-28 00:00,83.43,177.25,0.07,0.01,87.64,0.0009,0.0164
2001-07-29 00:00,115.57,207.21,0.15,0.01,87.81,0.0002,0.0370
2001-07-30 00:00,109.44,259.95,0.07,0.01,87.87,0.0033,0.0142
2001-07-31 00:00,77.49,264.91,0.01,0.01,87.88,0.0000,0.0022
2001-08-01 00:00,91.51,243.46,0.09,0.01,87.97,0.0013,0.0222
2001-08-02 00:00,109.63,242.54,0.15,0.01,88.16,0.0023,0.0356
2001-08-03 00:00,76.28,281.95,0.00,0.01,88.16,0.0000,0.0007
2001-08-04 00:00,55.14,225.01,0.00,0.01,88.16,0.0000,0.0006
2001-08-05 00:00,43.46,188.78,0.01,0.01,88.17,0.0000,0.0022
2001-08-06 00:00,35.91,177.85,0.01,0.01,88.18,0.0000,0.0018
2001-08-07 00:00,55.07,164.36,0.10,0.01,88.29,0.0001,0.0250
2001-08-08 00:00,83.86,184.87,0.15,0.01,88.47,0.0019,0.0346
2001-08-09 00:00,71.92,177.93,0.04,0.01,88.51,0.0000,0.0105
2001-08-10 00:00,90.52,178.89,0.11,0.01,88.64,0.0005,0.0273
2001-08-11 00:00,106.61,182.39,0.13,0.01,88.78,0.0008,0.0311
2001-08-12 00:00,258.38,163.11,0.60,0.01,89.42,0.0578,0.0909
2001-08-13 00:00,424.44,226.79,0.68,0.01,90.08,0.0756,0.0952
2001-08-14 00:00,430.30,234.10,0.40,0.01,90.40,0.0500,0.0519
2001-08-15 00:00,261.68,245.77,0.02,0.01,90.41,0.0000,0.0040
2001-08-16 00:00,490.07,211.91,0.80,0.01,91.09,0.1036,0.1001
2001-08-17 00:00,570.41,220.41,0.53,0.01,91.51,0.0357,0.1007
2001-08-18 00:00,494.35,419.46,0.30,0.01,91.75,0.0095,0.0663
2001-08-19 00:00,329.41,429.25,0.07,0.01,91.79,0.0001,0.0181
2001-08-20 00:00,289.70,325.36,0.17,0.01,91.91,0.0001,0.0426
2001-08-21 00:00,206.21,343.08,0.05,0.01,91.94,0.0000,0.0126
2001-08-22 00:00,209.83,312.77,0.16,0.01,92.04,0.0001,0.0406
2001-08-23 00:00,275.28,354.25,0.33,0.01,92.23,0.0361,0.0512
2001-08-24 00:00,177.97,315.46,0.01,0.01,92.23,0.0000,0.0035
2001-08-25 00:00,117.56,365.92,0.00,0.01,92.23,0.0000,0.0004
2001-08-26 00:00,182.52,245.02,0.24,0.01,92.36,0.0176,0.0462
2001-08-27 00:00,195.54,281.04,0.17,0.01,92.46,0.0001,0.0440
2001-08-28 00:00,390.51,317.51,0.68,0.01,92.87,0.0811,0.0969
2001-08-29 00:00,261.14,387.02,0.05,0.01,92.89,0.0000,0.0125
2001-08-30 00:00,206.08,297.68,0.08,0.01,92.94,0.0001,0.0219
2001-08-31 00:00,285.74,267.00,0.33,0.01,93.11,0.0158,0.0713
2001-09-01 00:00,295.76,260.23,0.23,0.01,93.22,0.0088,0.0527
2001-09-02 00:00,252.52,231.12,0.14,0.00,93.29,0.0001,0.0373
2001-09-03 00:00,193.00,215.80,0.07,0.00,93.33,0.0001,0.0185
2001-09-04 00:00,157.17,213.32,0.07,0.00,93.35,0.0006,0.0172
2001-09-05 00:00,106.05,210.81,0.01,0.00,93.36,0.0000,0.0017
2001-09-06 00:00,154.96,213.16,0.21,0.00,93.46,0.0031,0.0516
2001-09-07 00:00,257.02,211.93,0.37,0.00,93.63,0.0199,0.0776
2001-09-08 00:00,220.99,216.54,0.11,0.00,93.67,0.0007,0.0297
2001-09-09 00:00,141.46,223.62,0.01,0.00,93.67,0.0000,0.0026
2001-09-10 00:00,158.88,242.04,0.15,0.00,93.74,0.0009,0.0386
2001-09-11 00:00,229.83,293.92,0.28,0.00,93.86,0.0024,0.0721
2001-09-12 00:00,187.00,294.77,0.09,0.00,93.90,0.0001,0.0229
2001-09-13 00:00,380.84,360.45,0.66,0.00,94.18,0.0712,0.1033
2001-09-14 00:00,297.65,349.81,0.13,0.00,94.23,0.0001,0.0338
2001-09-15 00:00,404.05,156.19,0.45,0.00,94.41,0.0232,0.0974
2001-09-16 00:00,416.66,218.48,0.35,0.00,94.53,0.0251,0.0694
2001-09-17 00:00,267.92,215.97,0.04,0.00,94.54,0.0000,0.0120
2001-09-18 00:00,209.25,220.65,0.08,0.00,94.56,0.0019,0.0197
2001-09-19 00:00,150.80,217.91,0.03,0.00,94.57,0.0000,0.0086
2001-09-20 00:00,130.19,208.54,0.07,0.00,94.60,0.0001,0.0180
2001-09-21 00:00,93.72,192.04,0.01,0.00,94.60,0.0000,0.0024
2001-09-22 00:00,73.69,178.21,0.02,0.00,94.61,0.0000,0.0043
2001-09-23 00:00,102.78,161.09,0.13,0.00,94.64,0.0059,0.0305
2001-09-24 00:00,86.70,154.10,0.04,0.00,94.65,0.0000,0.0097
2001-09-25 00:00,76.28,161.15,0.04,0.00,94.66,0.0000,0.0095
2001-09-26 00:00,59.31,155.41,0.01,0.00,94.66,0.0000,0.0028
2001-09-27 00:00,63.11,130.02,0.04,0.00,94.66,0.0002,0.0111
2001-09-28 00:00,49.77,128.02,0.02,0.00,94.67,0.0000,0.0045
2001-09-29 00:00,74.23,132.33,0.12,0.00,94.71,0.0001,0.0326
2001-09-30 00:00,202.13,129.18,0.43,0.00,94.83,0.0467,0.0702
2001-10-01 00:00,260.81,146.35,0.27,0.00,94.91,0.0048,0.0688
2001-10-02 00:00,174.64,148.03,0.03,0.00,94.91,0.0000,0.0073
2001-10-03 00:00,121.03,164.66,0.02,0.00,94.91,0.0000,0.0041
2001-10-04 00:00,193.54,230.52,0.26,0.00,94.98,0.0052,0.0652
2001-10-05 00:00,527.84,383.50,0.92,0.00,95.22,0.1458,0.1046
2001-10-06 00:00,361.69,326.11,0.09,0.00,95.24,0.0001,0.0238
2001-10-07 00:00,236.92,219.40,0.03,0.00,95.25,0.0000,0.0090
2001-10-08 00:00,171.60,188.56,0.04,0.00,95.26,0.0000,0.0099
2001-10-09 00:00,704.35,170.23,1.25,0.00,95.52,0.2370,0.1043
2001-10-10 00:00,463.00,229.78,0.08,0.00,95.54,0.0001,0.0214
2001-10-11 00:00,286.06,194.42,0.01,0.00,95.54,0.0000,0.0028
2001-10-12 00:00,204.33,170.46,0.04,0.00,95.55,0.0000,0.0104
2001-10-13 00:00,150.24,149.16,0.02,0.00,95.56,0.0000,0.0061
2001-10-14 00:00,116.60,128.40,0.02,0.00,95.57,0.0000,0.0061
2001-10-15 00:00,104.68,119.52,0.05,0.00,95.58,0.0000,0.0136
2001-10-16 00:00,84.81,112.33,0.02,0.00,95.59,0.0000,0.0054
2001-10-17 00:00,68.55,106.24,0.01,0.00,95.59,0.0000,0.0038
2001-10-18 00:00,59.49,105.76,0.02,0.00,95.60,0.0000,0.0053
2001-10-19 00:00,67.77,99.91,0.06,0.00,95.61,0.0001,0.0168
2001-10-20 00:00,72.90,97.99,0.06,0.00,95.63,0.0001,0.0159
2001-10-21 00:00,61.40,93.33,0.02,0.00,95.63,0.0000,0.0049
2001-10-22 00:00,45.39,90.18,0.00,0.00,95.63,0.0000,0.0001
2001-10-23 00:00,34.96,88.14,0.00,0.00,95.63,0.0000,0.0003
2001-10-24 00:00,29.23,85.85,0.01,0.00,95.63,0.0000,0.0016
2001-10-25 00:00,25.48,83.38,0.01,0.00,95.64,0.0000,0.0017
2001-10-26 00:00,34.38,81.83,0.04,0.00,95.65,0.0000,0.0115
2001-10-27 00:00,37.78,79.54,0.03,0.00,95.66,0.0000,0.0084
2001-10-28 00:00,34.61,77.05,0.02,0.00,95.66,0.0000,0.0045
2001-10-29 00:00,33.79,73.88,0.02,0.00,95.67,0.0000,0.0055
2001-10-30 00:00,26.32,71.89,0.00,0.00,95.67,0.0000,0.0011
2001-10-31 00:00,20.44,70.38,0.00,0.00,95.67,0.0000,0.0000
2001-11-01 00:00,16.31,68.84,0.00,0.00,95.67,0.0000,0.0000
2001-11-02 00:00,19.17,67.90,0.02,0.00,95.67,0.0000,0.0057
2001-11-03 00:00,16.86,67.27,0.01,0.00,95.67,0.0000,0.0016
2001-11-04 00:00,14.78,65.35,0.00,0.00,95.67,0.0000,0.0012
2001-11-05 00:00,13.71,63.94,0.01,0.00,95.67,0.0000,0.0016
2001-11-06 00:00,11.37,62.41,0.00,0.00,95.67,0.0000,0.0000
2001-11-07 00:00,9.59,60.83,0.00,0.00,95.67,0.0000,0.0001
2001-11-08 00:00,10.12,59.81,0.01,0.00,95.67,0.0000,0.0022
2001-11-09 00:00,8.67,58.87,0.00,0.00,95.67,0.0000,0.0002
2001-11-10 00:00,8.40,57.23,0.01,0.00,95.67,0.0000,0.0016
2001-11-11 00:00,28.76,56.35,0.12,0.00,95.70,0.0001,0.0333
2001-11-12 00:00,26.26,55.53,0.01,0.00,95.70,0.0000,0.0021
2001-11-13 00:00,20.86,54.84,0.00,0.00,95.70,0.0000,0.0000
2001-11-14 00:00,18.20,53.01,0.00,0.00,95.70,0.0000,0.0013
2001-11-15 00:00,14.82,51.18,0.00,0.00,95.70,0.0000,0.0000
2001-11-16 00:00,12.28,51.47,0.00,0.00,95.70,0.0000,0.0001
2001-11-17 00:00,10.41,51.99,0.00,0.00,95.70,0.0000,0.0002
2001-11-18 00:00,8.85,50.99,0.00,0.00,95.70,0.0000,0.0000
2001-11-19 00:00,10.16,50.39,0.01,0.00,95.70,0.0000,0.0036
2001-11-20 00:00,8.77,48.60,0.00,0.00,95.70,0.0000,0.0000
2001-11-21 00:00,8.53,48.62,0.01,0.00,95.70,0.0000,0.0017
2001-11-22 00:00,7.47,48.29,0.00,0.00,95.70,0.0000,0.0002
2001-11-23 00:00,6.50,48.52,0.00,0.00,95.70,0.0000,0.0001
2001-11-24 00:00,5.66,45.42,0.00,0.00,95.70,0.0000,0.0000
2001-11-25 00:00,5.86,45.12,0.01,0.00,95.70,0.0000,0.0015
2001-11-26 00:00,6.35,44.47,0.01,0.00,95.70,0.0000,0.0016
2001-11-27 00:00,7.82,43.29,0.02,0.00,95.70,0.0000,0.0043
2001-11-28 00:00,7.55,43.65,0.00,0.00,95.70,0.0000,0.0008
2001-11-29 00:00,7.04,42.62,0.00,0.00,95.70,0.0000,0.0007
2001-11-30 00:00,12.18,42.01,0.03,0.00,95.71,0.0000,0.0090
2001-12-01 00:00,10.35,29.36,0.00,0.00,95.71,0.0000,0.0001
2001-12-02 00:00,8.57,41.38,0.00,0.00,95.71,0.0000,0.0001
2001-12-03 00:00,7.14,40.65,0.00,0.00,95.71,0.0000,0.0000
2001-12-04 00:00,6.16,40.54,0.00,0.00,95.71,0.0000,0.0002
2001-12-05 00:00,5.32,39.91,0.00,0.00,95.71,0.0000,0.0001
2001-12-06 00:00,4.61,39.29,0.00,0.00,95.71,0.0000,0.0000
2001-12-07 00:00,4.04,38.68,0.00,0.00,95.71,0.0000,0.0000
2001-12-08 00:00,3.58,39.27,0.00,0.00,95.71,0.0000,0.0000
2001-12-09 00:00,3.42,38.56,0.00,0.00,95.71,0.0000,0.0004
2001-12-10 00:00,3.19,39.14,0.00,0.00,95.71,0.0000,0.0002
2001-12-11 00:00,2.88,37.89,0.00,0.00,95.71,0.0000,0.0001
2001-12-12 00:00,2.63,37.02,0.00,0.00,95.70,0.0000,0.0001
2001-12-13 00:00,2.48,36.45,0.00,0.00,95.70,0.0000,0.0002
2001-12-14 00:00,2.31,36.49,0.00,0.00,95.70,0.0000,0.0001
2001-12-15 00:00,2.11,36.09,0.00,0.00,95.70,0.0000,0.0000
2001-12-16 00:00,2.00,35.11,0.00,0.00,95.70,0.0000,0.0002
2001-12-17 00:00,1.84,34.31,0.00,0.00,95.70,0.0000,0.0000
2001-12-18 00:00,1.68,34.60,0.00,0.00,95.70,0.0000,0.0000
2001-12-19 00:00,1.63,34.48,0.00,0.00,95.70,0.0000,0.0004
2001-12-20 00:00,1.54,33.30,0.00,0.00,95.70,0.0000,0.0001
